Address,City,State,ZIP,ZIP4
179 COUNTY RTE 64,MEXICO,NY,13114,NOT AVAILABLE
198 LONGWOOD RD,MIDDLE ISLAND,NY,11953,2000
100 CLINTON RD,NEW HARTFORD,NY,13413,5300
12 COUNTY RT 47,PARISHVILLE,NY,13672,0187
200 EMORY RD,MINEOLA,NY,11501,2361
301 SMITH AVE,ISLIP,NY,11751,4720
2 MUR PL,BRENTWOOD,NY,11717,2926
199 PITTSBURG AVE,MASSAPEQUA,NY,11758,4696
1600 PARK PL,BROOKLYN,NY,11233,NOT AVAILABLE
501 W 165TH ST,NEW YORK,NY,10032,NOT AVAILABLE
265 RALPH AVE,BROOKLYN,NY,11233,NOT AVAILABLE
3002 MAIN ST,OLD FORGE,NY,13420,0038
258 E ADAMS ST,SYRACUSE,NY,13202,NOT AVAILABLE
3002 MAIN ST,OLD FORGE,NY,13420,0038
9733 MAIN ST,REMSEN,NY,13438,0406
171 RALPH AVE,BABYLON,NY,11702,1699
30 BONADONNA AVE,MOUNT MORRIS,NY,14510,1498
390 AUSTIN RD,MAHOPAC,NY,10541,2777
1620 HYDE PARK BLVD,NIAGARA FALLS,NY,14305,3992
80 BRICK CHURCH RD,SPRING VALLEY,NY,10977,1799
131 S 3RD ST,NORTHVILLE,NY,12134,0608
501 SEAMAN AVE,BALDWIN,NY,11510,4798
299 BURY DR,SYRACUSE,NY,13209,1212
1050 MARYVALE DR,CHEEKTOWAGA,NY,14225,2386
16 WEDGEWOOD RD,FISHKILL,NY,12524,1498
126 COUNTY RT 2,PUTNAM STATION,NY,12861,0091
22 JEFFERSON AVE,CENTEREACH,NY,11720,3249
112 OLD JOHNSTOWN RD,FONDA,NY,12068,1501
4921 STATE HWY 56,COLTON,NY,13625,0005
1 E 104TH ST,NEW YORK,NY,10029,NOT AVAILABLE
118 N COUNTRY RD,MOUNT SINAI,NY,11766,0397
1014 N MAIN ST,NEWARK,NY,14513,1098
45-10 94TH ST,ELMHURST,NY,11373,NOT AVAILABLE
4143 ST PAUL BLVD,ROCHESTER,NY,14617,2397
625 W 133 ST-RM 308D,NEW YORK,NY,10027,7303
800 LONG POND RD,ROCHESTER,NY,14612,3097
134 W 122ND ST,NEW YORK,NY,10027,NOT AVAILABLE
739 KNICKERBOCKER DR,WATERTOWN,NY,13601,4199
192 E 151ST ST,BRONX,NY,10451,NOT AVAILABLE
PARK PL,HOMER,NY,13077,0500
1050 TARGEE ST,STATEN ISLAND,NY,10304,4450
132-15 218TH ST,SPRINGFIELD GARDENS,NY,11413,1599
977 FOX ST,BRONX,NY,10459,3396
13 MILL ST,NUNDA,NY,14517,0517
239 GARDINERS AVE,LEVITTOWN,NY,11756,3750
519 ST ANNS AVE,BRONX,NY,10454,NOT AVAILABLE
1186 CARROLL ST,BROOKLYN,NY,11225,2201
430 E HOARD ST,WATERTOWN,NY,13601,1695
49 DAVISON AVE,LYNBROOK,NY,11563,1729
443 ST MARKS AVE,BROOKLYN,NY,11238,NOT AVAILABLE
100 SHELTER ROCK RD,NEW HYDE PARK,NY,11040,1356
29 S HIGHLAND AVE,OSSINING,NY,10562,4897
100 ESSEX DR,STATEN ISLAND,NY,10314,NOT AVAILABLE
349 LAKEVILLE RD,GREAT NECK,NY,11020,1604
2582 STATE HWY 345,MADRID,NY,13660,0067
4050 AVON RD,GENESEO,NY,14454,9799
31 SUNSET RIDGE,NEW PALTZ,NY,12561,1200
7 GURNEE DR,STONY POINT,NY,10980,1399
10 PARK AVE,WARWICK,NY,10990,0595
350 WOODSPATH RD,LIVERPOOL,NY,13090,2899
106 HUNTVILLE RD,KATONAH,NY,10536,1913
299 LILAC LN,SMITHTOWN,NY,11787,4412
200 WOODBINE AVE,EAST ROCHESTER,NY,14445,1860
35-01 UNION ST,FLUSHING,NY,11354,NOT AVAILABLE
148 AURORA ST,LANCASTER,NY,14086,2799
3740 BAYCHESTER AVE ANNEX,BRONX,NY,10466,5031
600 HARRISON AVE,RIVERHEAD,NY,11901,2786
1010 REV J A POLITE AVE,BRONX,NY,10459,3099
1390 WILLOUGHBY AVE,BROOKLYN,NY,11237,NOT AVAILABLE
2417 STATE HWY 10,CAROGA LAKE,NY,12032,0756
27 5TH AVE,TIOGA CENTER,NY,13845,0241
220 E 106TH ST,NEW YORK,NY,10029,4020
500 LEONARD BLVD,NEW HYDE PARK,NY,11040,3999
98 S HIGHLAND AVE,NYACK,NY,10960,3603
111 BRISTOL ST,BROOKLYN,NY,11212,5639
801 LAUREL ST,ROME,NY,13440,NOT AVAILABLE
330 59TH ST,BROOKLYN,NY,11220,NOT AVAILABLE
801-809 PARK ST,OGDENSBURG,NY,13669,3599
850 GRAND ST,BROOKLYN,NY,11211,5098
93 MAIN ST,RICHFIELD SPRINGS,NY,13439,0631
416 E RAYNOR AVE,SYRACUSE,NY,13202,NOT AVAILABLE
5176 RT 233,WESTMORELAND,NY,13490,0430
500 SANDERSON DR,CAMILLUS,NY,13031,1698
251 MACDOUGAL ST,BROOKLYN,NY,11233,NOT AVAILABLE
28 MAPLE AVE,ELLENVILLE,NY,12428,2000
511 W 182ND ST,NEW YORK,NY,10033,NOT AVAILABLE
200 OLD FARMINGDALE RD,WEST BABYLON,NY,11704,6508
25 BUCKINGHAM RD,ROCKVILLE CENTRE,NY,11570,2299
201 PRESIDENT ST,HEMPSTEAD,NY,11550,NOT AVAILABLE
181 BUFFALO AVE,MEDFORD,NY,11763,3797
1330 95TH ST,NIAGARA FALLS,NY,14304,2688
1595 BATHGATE AVE,BRONX,NY,10457,NOT AVAILABLE
7 NASSAU RD,POUGHKEEPSIE,NY,12601,5658
74-20 COMMONWEALTH BLVD,BELLEROSE,NY,11426,NOT AVAILABLE
98 CLINTON ST,SENECA FALLS,NY,13148,1099
1860 FOREST AVE,STATEN ISLAND,NY,10303,2191
138 W MAIN ST,BROCTON,NY,14716,9779
558 BEDFORD RD,ARMONK,NY,10504,2100
6280 RANDALL RD,JAMESVILLE,NY,13078,9719
929 YORK ST,UTICA,NY,13502,3999
1014 LAFAYETTE AVE,BROOKLYN,NY,11221,NOT AVAILABLE
1120 E 10TH ST,BROOKLYN,NY,11230,4706
128 GRANDVIEW AVE,WHITE PLAINS,NY,10605,3299
320 FLETCHER AVE,VALLEY STREAM,NY,11580,3338
185 SMITH RIDGE RD,SOUTH SALEM,NY,10590,1926
5404 TILDEN AVE,BROOKLYN,NY,11203,4699
194 HAIGHT RD,AMENIA,NY,12501,NOT AVAILABLE
107 GROSS ST,KINGSTON,NY,12401,5598
120 W 231ST ST,BRONX,NY,10463,NOT AVAILABLE
885 BOLTON AVE-3RD FL,BRONX,NY,10473,NOT AVAILABLE
54 STATE ST,MIDDLEPORT,NY,14105,1199
317 E 67TH ST,NEW YORK,NY,10065,NOT AVAILABLE
2126 PENFIELD RD,PENFIELD,NY,14526,1736
424 LEONARD ST,BROOKLYN,NY,11222,3908
206 WILDCAT DR,HANCOCK,NY,13783,1196
200 HALF MILE RD,CENTRAL ISLIP,NY,11722,2523
47 SAND RD,MORRISONVILLE,NY,12962,0008
7755 RT 83,SOUTH DAYTON,NY,14138,9698
3188 EAST AVE,ROCHESTER,NY,14618,3498
378 SENECA AVE,GLENDALE,NY,11385,NOT AVAILABLE
2310 GUILDERLAND AVE,SCHENECTADY,NY,12306,4499
411 S JACKSON ST,BATAVIA,NY,14020,3899
666 E DELEVAN AVE,BUFFALO,NY,14215,NOT AVAILABLE
15 CRAIGSIDE DR,COLD SPRING,NY,10516,NOT AVAILABLE
350 GRAMATAN AVE,MOUNT VERNON,NY,10552,NOT AVAILABLE
220 N PETERBORO ST,CANASTOTA,NY,13032,1199
38 STEWART AVE,STEWART MANOR,NY,11530,2211
1551 PENNSYLVANIA AVE,PINE CITY,NY,14871,9111
121 SAXTON ST,PATCHOGUE,NY,11772,1899
3000 AVE X,BROOKLYN,NY,11235,NOT AVAILABLE
1601 N CAYUGA ST,ITHACA,NY,14850,2199
400 W NORTH ST,GENEVA,NY,14456,1393
104 SUTTER AVE,BROOKLYN,NY,11212,NOT AVAILABLE
479 EDGEWOOD AVE,SAINT JAMES,NY,11780,1648
1001 JENNINGS ST,BRONX,NY,10460,NOT AVAILABLE
600 HUNT RD W,JAMESTOWN,NY,14701,5799
62 PARK PL,BROOKLYN,NY,11217,NOT AVAILABLE
970 RT 146,CLIFTON PARK,NY,12065,3695
55-01 94TH ST,ELMHURST,NY,11373,NOT AVAILABLE
207 W 133RD ST,NEW YORK,NY,10030,NOT AVAILABLE
1625 11TH AVE,BROOKLYN,NY,11215,NOT AVAILABLE
COURT HOUSE,BELMONT,NY,14813,NOT AVAILABLE
1 SABRE DR,SCHENECTADY,NY,12306,1093
425 WINTHROP DR,ITHACA,NY,14850,1798
787 LAFAYETTE AVE,BROOKLYN,NY,11221,NOT AVAILABLE
3961 HILLMAN AVE,BRONX,NY,10463,3099
125 LIBERTY ST,BEACON,NY,12508,2699
501-503 W 152ND ST,NEW YORK,NY,10031,NOT AVAILABLE
6983 BOLIVAR RD,CHITTENANGO,NY,13037,9424
730 CONCOURSE VILLAGE W,BRONX,NY,10451,NOT AVAILABLE
250 NORTHWOOD AVE,WEST SENECA,NY,14224,1597
226 LINDA AVE,HAWTHORNE,NY,10532,2099
239 CAYUGA ST,UNION SPRINGS,NY,13160,NOT AVAILABLE
99 MIDWOOD AVE,NESCONSET,NY,11767,2099
84-40 101ST ST,RICHMOND HILL,NY,11418,NOT AVAILABLE
111 E 33RD ST,NEW YORK,NY,10016,NOT AVAILABLE
7940 ELM ST,HOLLAND PATENT,NY,13354,4610
12-18 ELLWOOD ST,NEW YORK,NY,10040,NOT AVAILABLE
400 SUNNYCREST RD,SYRACUSE,NY,13206,3398
114 BAY AVE,PATCHOGUE,NY,11772,4099
195 SPRUCE ST,NORTH TONAWANDA,NY,14120,5699
100 W 77TH ST,NEW YORK,NY,10024,6902
8372 COUNTY RT 75,BELLEVILLE,NY,13611,0158
3872 3RD AVE,BRONX,NY,10457,8222
715 PADEN ST,ENDICOTT,NY,13760,4595
600 E 6TH ST,NEW YORK,NY,10009,NOT AVAILABLE
55 EAST ST,SKANEATELES,NY,13152,1398
75-02 162ND ST,FLUSHING,NY,11366,NOT AVAILABLE
6 ACADEMY ST,ANTWERP,NY,13608,0010
1 CORPORATE COMMONS-1 TELEPORT DR,STATEN ISLAND,NY,10311,1003
4 FORK LN,HICKSVILLE,NY,11801,6200
1590 WASHINGTON AVE,SEAFORD,NY,11783,1955
440 LINCOLN AVE,SAYVILLE,NY,11782,1418
430 MAIN ST,EAST AURORA,NY,14052,1750
500 PARKHURST BLVD,BUFFALO,NY,14223,2199
1070 SMITHTOWN AVE,BOHEMIA,NY,11716,3899
155 DENSMORE RD,ROCHESTER,NY,14609,NOT AVAILABLE
1 ACADEMY ST,PRATTSBURGH,NY,14873,0249
693 STATE HWY 51,GILBERTSVILLE,NY,13776,1104
110 PRIMROSE ST,LINCOLNDALE,NY,10540,0630
55 NEW TURNPIKE RD,TROY,NY,12182,3295
125 E 181ST ST,BRONX,NY,10453,NOT AVAILABLE
1250 WARD AVE,BRONX,NY,10472,NOT AVAILABLE
40-48 GLANN RD,APALACHIN,NY,13732,4013
84 NIGHTENGALE AVE,MASSENA,NY,13662,1999
900 WATERVLIET-SHAKER RD-STE 102,ALBANY,NY,12205,NOT AVAILABLE
22-45 41ST ST,ASTORIA,NY,11105,NOT AVAILABLE
231 PALMETTO ST,BROOKLYN,NY,11221,NOT AVAILABLE
116 MERILINA AVE,KINGSTON,NY,12401,4226
3359 OLD JERUSALEM RD,LEVITTOWN,NY,11756,3500
1400 NEEDHAM AVE,BRONX,NY,10469,1515
2445 STATE RT 30,TUPPER LAKE,NY,12986,NOT AVAILABLE
98-01 159TH AVE,HOWARD BEACH,NY,11414,NOT AVAILABLE
160 BEACH 29TH ST,FAR ROCKAWAY,NY,11691,NOT AVAILABLE
552 MAIN ST,PHOENIX,NY,13135,1018
2350 RIDGE RD E,ROCHESTER,NY,14622,2799
188 OAKWOOD RD,HUNTINGTON,NY,11743,4295
150 TRAFALGAR BLVD,ISLAND PARK,NY,11558,1798
900 PUBLISHERS PKWY,WEBSTER,NY,14580,2560
1449 SHAKESPEARE AVE,BRONX,NY,10452,NOT AVAILABLE
110 STRINGHAM RD,LAGRANGEVILLE,NY,12540,NOT AVAILABLE
750 BAYCHESTER AVE,BRONX,NY,10475,NOT AVAILABLE
300 CROTON AVE,CORTLANDT MANOR,NY,10567,NOT AVAILABLE
30 MAPLE AVE,PORT BYRON,NY,13140,9647
215 HEYWARD ST,BROOKLYN,NY,11206,NOT AVAILABLE
37 EAGLE WAY,WEST CHAZY,NY,12992,2577
395 CENTER RD,WEST SENECA,NY,14224,1986
44 E CHERRY ST,CENTRAL ISLIP,NY,11722,3862
33-34 80TH ST,JACKSON HEIGHTS,NY,11372,NOT AVAILABLE
1600 ROCKAWAY PKWY,BROOKLYN,NY,11236,NOT AVAILABLE
875 RIDGE RD,WEBSTER,NY,14580,2699
1363 FULTON AVE,BRONX,NY,10456,NOT AVAILABLE
600 S BENITA BLVD,VESTAL,NY,13850,2698
2 HERBERT DR,CHESTER,NY,10918,1140
8730 TRANSIT RD,EAST AMHERST,NY,14051,2698
999 JAMAICA AVE,BROOKLYN,NY,11208,NOT AVAILABLE
8528 MAIN ST,HONEOYE,NY,14471,0170
101 MANSION ST,POUGHKEEPSIE,NY,12601,3313
325 W MERRICK RD,FREEPORT,NY,11520,0801
2075 WEBSTER AVE,BRONX,NY,10457,NOT AVAILABLE
220 W 121ST ST,NEW YORK,NY,10027,6217
1835 CENTRAL AVE,VALLEY STREAM,NY,11580,1034
279 E 196TH ST,BRONX,NY,10458,3599
317 HOYT ST,BROOKLYN,NY,11231,NOT AVAILABLE
601 OCEANVIEW AVE,BROOKLYN,NY,11235,6399
432 NEW SALEM RD,VOORHEESVILLE,NY,12186,NOT AVAILABLE
445 WATERVLIET-SHAKER RD,LATHAM,NY,12110,4697
1401 N CAYUGA ST,ITHACA,NY,14850,2197
244 W 144TH ST,NEW YORK,NY,10030,1202
20 RAYMOND AVE,CORTLAND,NY,13045,3392
2641 GRAND CONCOURSE,BRONX,NY,10468,4497
77 MAPLE AVE,PINE BUSH,NY,12566,0780
25 N FRANKLIN ST,CATTARAUGUS,NY,14719,1199
3599 BIG RIDGE RD,SPENCERPORT,NY,14559,NOT AVAILABLE
2525 HARING ST,BROOKLYN,NY,11235,NOT AVAILABLE
130 EAST ST,ONEONTA,NY,13820,1398
351 W 18TH ST,NEW YORK,NY,10011,NOT AVAILABLE
32-63 93RD ST,EAST ELMHURST,NY,11369,NOT AVAILABLE
364 FOSTERTOWN RD,NEWBURGH,NY,12550,NOT AVAILABLE
77 POLO RD,GREAT NECK,NY,11023,1045
4862 BROADWAY,NEW YORK,NY,10034,NOT AVAILABLE
1551 E 172ND ST,BRONX,NY,10472,NOT AVAILABLE
2609 E 7TH ST,BROOKLYN,NY,11235,6218
284 RIDGE RD,LANSING,NY,14882,9021
80 S GOFF AVE,STATEN ISLAND,NY,10309,3499
468 E 140TH ST,BRONX,NY,10454,NOT AVAILABLE
37 EAGLE WAY,WEST CHAZY,NY,12992,2577
30 WORDEN RD,SCOTIA,NY,12302,3477
242 COOPER ST,BROOKLYN,NY,11207,NOT AVAILABLE
5180 ELLICOTT RD,ORCHARD PARK,NY,14127,3398
20 W 112TH ST,NEW YORK,NY,10026,3902
1106 LANCASTER AVE,SYRACUSE,NY,13210,3397
1980 LAFAYETTE AVE,BRONX,NY,10473,NOT AVAILABLE
1738 HELDERBERG TRAIL,BERNE,NY,12023,2926
100 OCEAN AVE,NORTHPORT,NY,11768,3049
2350 RT 63,WAYLAND,NY,14572,9404
139 MAPLE ST,HUDSON FALLS,NY,12839,2100
333 E 135TH ST,BRONX,NY,10454,NOT AVAILABLE
1800 UTICA AVE,BROOKLYN,NY,11234,2131
45 N PARK RD,RHINEBECK,NY,12572,0351
29 LEROY ST,POTSDAM,NY,13676,1787
35 HOLLYBROOK DR,WILLIAMSVILLE,NY,14221,3899
DEPEW ST,PEEKSKILL,NY,10566,5501
58 ALLEGHENY RD,CORFU,NY,14036,0308
60 CENTRAL BLVD,BETHPAGE,NY,11714,4699
24 HIGHVIEW AVE,NANUET,NY,10954,3398
3 GINGERBREAD LN,EAST HAMPTON,NY,11937,2498
7 POUND RIDGE RD,POUND RIDGE,NY,10576,1632
2601 ONEIDA ST,SAUQUOIT,NY,13456,3225
1023 NEW YORK AVE,BROOKLYN,NY,11203,NOT AVAILABLE
565 BICYCLE PATH,PORT JEFFERSON STA,NY,11776,3407
710 HARTMAN LANE,FAR ROCKAWAY,NY,11691,NOT AVAILABLE
101 SPARTAN WAY,EAST SYRACUSE,NY,13057,NOT AVAILABLE
234 W 109TH ST,NEW YORK,NY,10025,NOT AVAILABLE
421 E 5TH ST,MOUNT VERNON,NY,10553,2099
2780 RESERVOIR AVE,BRONX,NY,10468,NOT AVAILABLE
702 LANDING RD N,ROCHESTER,NY,14625,1749
103 W 107TH ST,NEW YORK,NY,10025,3115
322 LAGOON DR W,LONG BEACH,NY,11561,4999
450 GLEN COVE AVE,GLEN HEAD,NY,11545,1198
950 SING SING RD,HORSEHEADS,NY,14845,1399
550 NORTH ST,WHITE PLAINS,NY,10605,3099
514 ST RT 20,SHARON SPRINGS,NY,13459,0218
15 BIG CROSS ST,GLENS FALLS,NY,12801,4213
180 ALBANY AVE,LINDENHURST,NY,11757,0621
S 4432 BAY VIEW RD,HAMBURG,NY,14075,1399
294 HOSLEY AVE,TUPPER LAKE,NY,12986,1555
2630 BENSON AVE,BROOKLYN,NY,11214,NOT AVAILABLE
412 HOOSICK ST,TROY,NY,12180,2195
76 RIVERDALE AVE,BROOKLYN,NY,11212,NOT AVAILABLE
122 AMSTERDAM AVE,NEW YORK,NY,10023,NOT AVAILABLE
78 GREENWOOD RD #600,FISHERS ISLAND,NY,06390,NOT AVAILABLE
3000 BELLMORE AVE,BELLMORE,NY,11710,4300
1657 E NOXON RD,LAGRANGEVILLE,NY,12540,NOT AVAILABLE
959 BEACH RD,ANGOLA,NY,14006,9782
200 WOODBINE ST,BROOKLYN,NY,11221,NOT AVAILABLE
101 LODER AVE,ENDICOTT,NY,13760,4899
491 HIGH ST,LOCKPORT,NY,14094,5099
378 SENECA AVE,GLENDALE,NY,11385,NOT AVAILABLE
PARK AVE,PORT CHESTER,NY,10573,2498
200 NEDRA LANE,STATEN ISLAND,NY,10312,1707
195 MARTIN RD,JAMESTOWN,NY,14701,9225
239 CAYUGA ST,UNION SPRINGS,NY,13160,NOT AVAILABLE
141 MACON ST-1ST FL,BROOKLYN,NY,11216,2206
1336 WATERFORD RD,WALWORTH,NY,14568,9599
1551 E 172ND ST,BRONX,NY,10472,NOT AVAILABLE
6036 HIGHLAND AVE,WILLIAMSON,NY,14589,0900
1980 LAFAYETTE AVE,BRONX,NY,10473,NOT AVAILABLE
101 PULASKI ST,AUBURN,NY,13021,1797
55 MERRILL AVE,STATEN ISLAND,NY,10314,3397
6 WILLIAM GILLARD DR,FULTON,NY,13069,2799
7103 AVE T,BROOKLYN,NY,11234,6299
41 E BROADWAY,SALEM,NY,12865,0517
31-15 140TH ST,FLUSHING,NY,11354,NOT AVAILABLE
1458 YORK AVE,NEW YORK,NY,10021,8898
1 ECHO HILLS - BETHUNE BLDG #36,DOBBS FERRY,NY,10522,0501
240 E 172ND ST,BRONX,NY,10457,NOT AVAILABLE
85 KETCHAM RD,HICKSVILLE,NY,11801,2099
110 FORD ST,BOONVILLE,NY,13309,1200
2441 WALLACE AVE,BRONX,NY,10467,NOT AVAILABLE
132 RECTORY ST,PORT CHESTER,NY,10573,3240
25 HIGH SCHOOL DR,PENFIELD,NY,14526,1422
140 LESTER DR,TAPPAN,NY,10983,1299
1 DONAHUE AVE,INWOOD,NY,11096,1293
175 FAIRBANKS RD,CHURCHVILLE,NY,14428,9798
167-01 GOTHIC DR,JAMAICA,NY,11432,NOT AVAILABLE
1664 BENSON AVE,BROOKLYN,NY,11214,NOT AVAILABLE
511 7TH AVE,BROOKLYN,NY,11215,NOT AVAILABLE
108 MONTROSE AVE,BROOKLYN,NY,11206,2008
3769 STATE RTE 147,JASPER,NY,14855,0081
116-25 GUY R BREWER BLVD,JAMAICA,NY,11434,NOT AVAILABLE
99 MACFARLAND AVE,STATEN ISLAND,NY,10305,4697
150 ACADEMY ST,BAYPORT,NY,11705,1798
550 WHITE PLAINS RD,EASTCHESTER,NY,10709,5506
157 ELK ST,BUFFALO,NY,14210,NOT AVAILABLE
49 N GREENBUSH RD,TROY,NY,12180,8326
62-10 108TH ST,FOREST HILLS,NY,11375,1132
1861 ANTHONY AVE,BRONX,NY,10457,NOT AVAILABLE
1 GABRIEL RESCIGNO DR,SCARSDALE,NY,10583,1533
358 HOMAN RD,STANFORDVILLE,NY,12581,5504
3703 10TH AVE,NEW YORK,NY,10034,NOT AVAILABLE
757 CAULDWELL AVE,BRONX,NY,10456,NOT AVAILABLE
88 KIRKLAND RD,ROCHESTER,NY,14611,NOT AVAILABLE
8194 BIELBY RD,ROME,NY,13440,NOT AVAILABLE
2851 STATE RTE 370,CATO,NY,13033,NOT AVAILABLE
50 FOGGINTOWN RD,BREWSTER,NY,10509,9956
339 MORRIS AVE,BRONX,NY,10451,NOT AVAILABLE
25 VAN RENSSELAER DR,RENSSELAER,NY,12144,2694
100 WHIG ST,TRUMANSBURG,NY,14886,9179
1425 WALTON AVE,BRONX,NY,10452,NOT AVAILABLE
5721 HAMILTON RD,JORDAN,NY,13080,0901
20 CHURCH ST,FISHKILL,NY,12524,1304
167 E FREDERICK ST,BINGHAMTON,NY,13904,1399
825 HICKSVILLE RD,FAR ROCKAWAY,NY,11691,NOT AVAILABLE
132-142 E 111TH ST,NEW YORK,NY,10029,4495
16 DARTTS CROSSROAD,SPENCER,NY,14883,NOT AVAILABLE
227-243 W 61ST ST,NEW YORK,NY,10023,NOT AVAILABLE
88-06 164TH ST,JAMAICA,NY,11432,NOT AVAILABLE
1 TARTAN WAY,SCOTIA,NY,12302,1290
195 BROADWAY,LAWRENCE,NY,11559,NOT AVAILABLE
985 ROCKAWAY AVE-3RD FL,BROOKLYN,NY,11212,NOT AVAILABLE
399 BROADWAY,FORT EDWARD,NY,12828,NOT AVAILABLE
350 GRAMATAN AVE,MOUNT VERNON,NY,10552,1197
500 W 41ST ST,NEW YORK,NY,10018,NOT AVAILABLE
1910 FAIRGROUND RD,BROOKFIELD,NY,13314,0060
3 ECHO HILLS-BETHUNE BLDG #36,DOBBS FERRY,NY,10522,0501
155 TOMPKINS AVE,STATEN ISLAND,NY,10304,NOT AVAILABLE
64 E LAMOKA AVE,SAVONA,NY,14879,9714
306 FT WASHINGTON AVE,NEW YORK,NY,10033,NOT AVAILABLE
250 LAKE AVE,AUBURN,NY,13021,5695
425 ROBINSON ST,BINGHAMTON,NY,13904,1735
84 GREENWOOD ST,CANISTEO,NY,14823,1299
693 STATE HWY 51,GILBERTSVILLE,NY,13776,1104
758 COURTLANDT AVE,BRONX,NY,10451,NOT AVAILABLE
395 CENTER RD,WEST SENECA,NY,14224,1986
239 CENTRAL AVE,DEER PARK,NY,11729,4326
58 MAYTIME DR,JERICHO,NY,11753,1202
787 LAFAYETTE AVE,BROOKLYN,NY,11221,NOT AVAILABLE
530 LEXINGTON AVE,ROCHESTER,NY,14613,2299
78 HOLLAND AVE,PINE BUSH,NY,12566,0730
1075 PUGSLEY AVE,BRONX,NY,10472,6199
24 KEIBEL RD,WHITNEY POINT,NY,13862,0249
1151 ALBANY ST,UTICA,NY,13501,3300
475 ROUND HILL RD,ROSLYN HEIGHTS,NY,11577,1531
3968 WASHINGTON ST,SCIO,NY,14880,9507
1626 BALLTOWN RD,SCHENECTADY,NY,12309,5317
1725 CLINTON ST,BUFFALO,NY,14206,NOT AVAILABLE
215 W 114TH ST,NEW YORK,NY,10026,NOT AVAILABLE
161 PARK AVE,STATEN ISLAND,NY,10302,1451
9 OGDEN ST,BINGHAMTON,NY,13901,2196
112 DELAWARE AVE,TROY,NY,12180,5499
7 HILLDALE DR,ALBERTSON,NY,11507,1021
403 BROADWAY,KINGSTON,NY,12401,4617
3900 RT 31,LIVERPOOL,NY,13090,1312
410 S ESSELSTYNE,CAPE VINCENT,NY,13618,0282
181 HAMILTON RD,FAIRPORT,NY,14450,2130
2072 CURRY RD,SCHENECTADY,NY,12303,4400
2451 BASELINE RD,GRAND ISLAND,NY,14072,1460
1010 EAST & WEST RD,WEST SENECA,NY,14224,4098
101 CARTER RD,GENEVA,NY,14456,1393
13 SCHOOL ST,SHERBURNE,NY,13460,0725
530 STOLP AVE,SYRACUSE,NY,13207,1299
82-01 101ST AVE,OZONE PARK,NY,11416,NOT AVAILABLE
65 ORISKANY BLVD,WHITESBORO,NY,13492,1398
67 HILLSIDE AVE,ROCKVILLE CENTRE,NY,11570,4299
425 W 130TH ST,NEW YORK,NY,10027,NOT AVAILABLE
77 SANDS ST,BROOKLYN,NY,11201,NOT AVAILABLE
70 E 129TH ST,NEW YORK,NY,10035,NOT AVAILABLE
766 WESTCHESTER AVE,BRONX,NY,10455,NOT AVAILABLE
1801 E MAIN ST,ROCHESTER,NY,14609,NOT AVAILABLE
314 PACIFIC ST,BROOKLYN,NY,11201,NOT AVAILABLE
89-30 114TH ST,RICHMOND HILL,NY,11418,NOT AVAILABLE
86-10 114TH ST,RICHMOND HILL,NY,11418,NOT AVAILABLE
25 HIGBIE LN,WEST ISLIP,NY,11795,3930
370 LAFAYETTE AVE,BUFFALO,NY,14213,NOT AVAILABLE
133 HOOVER DR,ROCHESTER,NY,14615,2603
1001 LAKE AVE,ROCHESTER,NY,14613,NOT AVAILABLE
50 N LARK AVE,ALBANY,NY,12210,NOT AVAILABLE
800 E GUN HILL RD,BRONX,NY,10467,NOT AVAILABLE
5873 RT 219,ELLICOTTVILLE,NY,14731,9719
253 OAKWOOD RD,HUNTINGTON,NY,11743,5100
1683 STATE RT 49,CONSTANTIA,NY,13044,2602
175 WESTCHESTER AVE,YONKERS,NY,10707,2175
219 E 109TH ST,NEW YORK,NY,10029,3798
1501 PITKIN AVE,BROOKLYN,NY,11212,4296
1490 RT 9N,CLINTONVILLE,NY,12924,4229
100 HESTER ST,NEW YORK,NY,10002,5293
982 HEGEMAN AVE,BROOKLYN,NY,11208,NOT AVAILABLE
105 MAPLEVIEW RD,CHEEKTOWAGA,NY,14225,1599
5447 STATE RT 28,NEWPORT,NY,13416,0360
84 SCHAEFER ST,BROOKLYN,NY,11207,NOT AVAILABLE
14 TEAKWOOD LN,NEW CITY,NY,10956,4600
601 STICKBALL BLVD,BRONX,NY,10473,2697
194 HAIGHT RD,AMENIA,NY,12501,0405
10 CLYDE RD,LYONS,NY,14489,9371
515 MAPLE AVE,SARATOGA SPRINGS,NY,12866,5509
25 CASTLETON CT,OCEANSIDE,NY,11572,2206
4600 BROADWAY,NEW YORK,NY,10040,NOT AVAILABLE
439 W 49TH ST,NEW YORK,NY,10019,NOT AVAILABLE
272 MCDONOUGH ST,BROOKLYN,NY,11233,NOT AVAILABLE
25 ELLAS AVE,BATH,NY,14810,1107
8326 MAIN ST,INTERLAKEN,NY,14847,9789
40 OLIVIA ST,PORT CHESTER,NY,10573,4899
146 PEEKSKILL HOLLOW RD,PUTNAM VALLEY,NY,10579,3238
15125 MAIN RD,MATTITUCK,NY,11952,2328
1700 TIBBITS AVE,TROY,NY,12180,3726
482 WOODBURY RD,WOODBURY,NY,11797,2509
625 BOLTON AVE,BRONX,NY,10473,NOT AVAILABLE
425 E MAIN ST,FREDONIA,NY,14063,1496
2151 WASHINGTON AVE,BRONX,NY,10457,NOT AVAILABLE
